order_id,customer_id,product_id,order_date,quantity,unit_price,discount_rate,discount_amount,final_unit_price,total_amount,total_cost,gross_profit,payment_method,order_status,sales_channel,warehouse,is_returned
590,8,16,2022-05-17,3,49,0,0.0,49.0,147.0,91.23,55.77,Credit Card,Processing,Mobile App,DAL7 - Dallas TX,N
591,67,61,2024-02-04,5,599,15,89.85,509.15,2545.75,1691.2,854.55,Debit Card,Shipped,Alexa,JFK8 - New York NY,N
592,149,8,2022-10-05,1,49,5,2.45,46.55,46.55,31.84,14.71,Credit Card,Delivered,Website,SEA6 - Seattle WA,N
593,92,7,2022-06-07,1,139,10,13.9,125.1,125.1,75.28,49.82,Amazon Pay,Shipped,Website,ONT8 - Ontario CA,N
594,154,22,2023-09-09,2,129,10,12.9,116.1,232.2,119.56,112.64,Amazon Pay,Delivered,Website,ATL6 - Atlanta GA,N
595,149,46,2024-11-27,3,349,0,0.0,349.0,1047.0,572.85,474.15,Amazon Pay,Delivered,Website,JFK8 - New York NY,N
596,27,28,2023-01-21,1,349,0,0.0,349.0,349.0,224.64,124.36,Debit Card,Returned,Mobile App,ATL6 - Atlanta GA,Y
597,137,71,2024-05-04,2,22,15,3.3,18.7,37.4,26.2,11.2,Credit Card,Shipped,Mobile App,ONT8 - Ontario CA,N
598,123,45,2024-06-24,1,44,0,0.0,44.0,44.0,22.19,21.81,Debit Card,Cancelled,Mobile App,MDW2 - Chicago IL,N
599,45,39,2023-04-01,1,45,10,4.5,40.5,40.5,21.08,19.42,Amazon Pay,Delivered,Mobile App,MDW2 - Chicago IL,N
600,33,27,2022-08-17,1,199,0,0.0,199.0,199.0,124.32,74.68,Amazon Pay,Delivered,Mobile App,ONT8 - Ontario CA,N
601,51,14,2022-05-02,1,129,5,6.45,122.55,122.55,69.76,52.79,Gift Card,Shipped,Website,MDW2 - Chicago IL,N
602,171,2,2023-02-25,3,849,10,84.9,764.1,2292.3,1172.85,1119.45,Credit Card,Processing,Mobile App,ONT8 - Ontario CA,N
603,24,19,2023-12-14,3,249,15,37.35,211.65,634.95,398.31,236.64,PayPal,Delivered,Mobile App,ATL6 - Atlanta GA,N
604,62,65,2022-01-29,2,30,0,0.0,30.0,60.0,32.24,27.76,Amazon Pay,Shipped,Third-Party Marketplace,JFK8 - New York NY,N
605,194,69,2023-03-15,1,9,5,0.45,8.55,8.55,4.97,3.58,PayPal,Cancelled,Mobile App,SEA6 - Seattle WA,N
606,151,24,2023-01-06,1,649,20,129.8,519.2,519.2,397.42,121.78,Buy Now Pay Later,Returned,Website,ATL6 - Atlanta GA,Y
607,59,53,2022-09-11,1,16,20,3.2,12.8,12.8,9.66,3.14,Debit Card,Shipped,Mobile App,MDW2 - Chicago IL,N
608,181,37,2023-11-03,2,59,0,0.0,59.0,118.0,57.38,60.62,Credit Card,Shipped,Mobile App,SEA6 - Seattle WA,N
609,80,57,2024-05-26,1,14,0,0.0,14.0,14.0,7.7,6.3,Credit Card,Delivered,Alexa,DAL7 - Dallas TX,N
610,174,48,2024-10-03,1,19,20,3.8,15.2,15.2,9.86,5.34,Credit Card,Processing,Mobile App,SEA6 - Seattle WA,N
611,22,16,2022-07-28,1,49,5,2.45,46.55,46.55,30.41,16.14,PayPal,Returned,Website,MDW2 - Chicago IL,Y
612,51,44,2024-04-07,1,299,10,29.9,269.1,269.1,179.67,89.43,PayPal,Delivered,Mobile App,MDW2 - Chicago IL,N
613,196,75,2024-03-30,2,12,15,1.8,10.2,20.4,11.66,8.74,Amazon Pay,Delivered,Third-Party Marketplace,DAL7 - Dallas TX,N
614,131,36,2022-09-08,1,180,5,9.0,171.0,171.0,114.18,56.82,Debit Card,Delivered,Mobile App,JFK8 - New York NY,N
615,8,13,2024-10-17,2,99,10,9.9,89.1,178.2,104.18,74.02,Buy Now Pay Later,Processing,Website,SEA6 - Seattle WA,N
616,84,20,2022-06-06,1,399,5,19.95,379.05,379.05,213.61,165.44,Debit Card,Processing,Mobile App,DAL7 - Dallas TX,N
617,52,38,2023-06-20,2,119,0,0.0,119.0,238.0,110.42,127.58,PayPal,Shipped,Mobile App,ONT8 - Ontario CA,N
618,196,5,2022-09-01,10,349,15,52.35,296.65,2966.5,1886.0,1080.5,Credit Card,Delivered,Website,DAL7 - Dallas TX,N
619,10,5,2023-09-13,1,349,5,17.45,331.55,331.55,188.6,142.95,Credit Card,Cancelled,Website,MDW2 - Chicago IL,N
620,184,50,2024-10-01,1,39,0,0.0,39.0,39.0,21.66,17.34,Amazon Pay,Processing,Mobile App,DAL7 - Dallas TX,N
621,144,21,2024-10-10,2,99,0,0.0,99.0,198.0,103.92,94.08,Credit Card,Processing,Mobile App,MDW2 - Chicago IL,N
622,83,8,2024-01-21,1,49,0,0.0,49.0,49.0,31.84,17.16,Amazon Pay,Delivered,Website,SEA6 - Seattle WA,N
623,88,49,2024-01-02,1,29,0,0.0,29.0,29.0,16.98,12.02,Credit Card,Delivered,Website,JFK8 - New York NY,N
624,166,40,2022-05-15,2,19,15,2.85,16.15,32.3,19.96,12.34,Credit Card,Cancelled,Website,ATL6 - Atlanta GA,N
625,84,5,2024-11-20,1,349,10,34.9,314.1,314.1,188.6,125.5,Credit Card,Cancelled,Mobile App,ATL6 - Atlanta GA,N
626,6,41,2022-07-20,1,39,0,0.0,39.0,39.0,18.78,20.22,Credit Card,Returned,Mobile App,MDW2 - Chicago IL,Y
627,128,65,2022-12-08,3,30,5,1.5,28.5,85.5,48.36,37.14,Credit Card,Processing,Website,DAL7 - Dallas TX,N
628,163,10,2023-08-12,3,149,0,0.0,149.0,447.0,207.72,239.28,Credit Card,Delivered,Mobile App,JFK8 - New York NY,N
629,160,12,2023-11-21,2,699,5,34.95,664.05,1328.1,706.0,622.1,Debit Card,Delivered,Mobile App,DAL7 - Dallas TX,N
630,54,45,2023-09-11,3,44,10,4.4,39.6,118.8,66.57,52.23,Credit Card,Shipped,Mobile App,MDW2 - Chicago IL,N
631,52,54,2024-07-17,1,16,5,0.8,15.2,15.2,8.25,6.95,Debit Card,Processing,Alexa,SEA6 - Seattle WA,N
632,181,67,2023-03-13,3,54,5,2.7,51.3,153.9,85.71,68.19,PayPal,Processing,Third-Party Marketplace,MDW2 - Chicago IL,N
633,164,69,2024-06-07,3,9,15,1.35,7.65,22.95,14.91,8.04,Amazon Pay,Cancelled,Website,JFK8 - New York NY,N
634,94,60,2023-09-07,1,17,0,0.0,17.0,17.0,10.58,6.42,Debit Card,Returned,Alexa,ONT8 - Ontario CA,Y
635,163,27,2023-08-11,3,199,0,0.0,199.0,597.0,372.96,224.04,Credit Card,Processing,Mobile App,DAL7 - Dallas TX,N
636,62,15,2023-09-28,1,449,0,0.0,449.0,449.0,210.96,238.04,Debit Card,Shipped,Website,SEA6 - Seattle WA,N
637,10,26,2023-06-14,1,449,0,0.0,449.0,449.0,262.22,186.78,Credit Card,Returned,Mobile App,SEA6 - Seattle WA,Y
638,11,63,2022-06-21,3,15,0,0.0,15.0,45.0,28.95,16.05,Credit Card,Delivered,Website,DAL7 - Dallas TX,N
639,94,12,2022-10-15,1,699,10,69.9,629.1,629.1,353.0,276.1,Debit Card,Delivered,Mobile App,ONT8 - Ontario CA,N
640,134,75,2023-05-31,5,12,15,1.8,10.2,51.0,29.15,21.85,Credit Card,Shipped,Mobile App,MDW2 - Chicago IL,N
641,85,75,2023-04-29,2,12,10,1.2,10.8,21.6,11.66,9.94,Credit Card,Cancelled,Website,JFK8 - New York NY,N
642,71,57,2022-04-25,1,14,10,1.4,12.6,12.6,7.7,4.9,Credit Card,Shipped,Third-Party Marketplace,MDW2 - Chicago IL,N
643,140,55,2023-07-23,1,19,0,0.0,19.0,19.0,11.39,7.61,Gift Card,Cancelled,Website,SEA6 - Seattle WA,N
644,95,40,2022-03-13,1,19,15,2.85,16.15,16.15,9.98,6.17,Amazon Pay,Returned,Third-Party Marketplace,SEA6 - Seattle WA,Y
645,172,31,2024-01-14,1,150,0,0.0,150.0,150.0,92.92,57.08,Amazon Pay,Cancelled,Mobile App,JFK8 - New York NY,N
646,114,50,2023-06-08,1,39,15,5.85,33.15,33.15,21.66,11.49,Gift Card,Delivered,Mobile App,MDW2 - Chicago IL,N
647,54,21,2024-04-12,4,99,10,9.9,89.1,356.4,207.84,148.56,Credit Card,Returned,Website,DAL7 - Dallas TX,Y
648,121,53,2024-05-15,4,16,5,0.8,15.2,60.8,38.64,22.16,PayPal,Cancelled,Mobile App,SEA6 - Seattle WA,N
649,67,65,2023-11-01,1,30,5,1.5,28.5,28.5,16.12,12.38,Credit Card,Shipped,Website,SEA6 - Seattle WA,N
650,48,57,2024-03-31,3,14,0,0.0,14.0,42.0,23.1,18.9,Credit Card,Delivered,Mobile App,ONT8 - Ontario CA,N
651,41,32,2022-09-24,2,69,15,10.35,58.65,117.3,65.28,52.02,Amazon Pay,Returned,Mobile App,MDW2 - Chicago IL,Y
652,116,62,2022-12-22,4,195,0,0.0,195.0,780.0,396.16,383.84,PayPal,Processing,Mobile App,JFK8 - New York NY,N
653,22,54,2024-02-12,1,16,5,0.8,15.2,15.2,8.25,6.95,PayPal,Cancelled,Website,ONT8 - Ontario CA,N
654,143,79,2024-08-05,2,9,15,1.35,7.65,15.3,8.64,6.66,Amazon Pay,Delivered,Website,DAL7 - Dallas TX,N
655,159,55,2024-01-24,2,19,0,0.0,19.0,38.0,22.78,15.22,Debit Card,Delivered,Website,ATL6 - Atlanta GA,N
656,112,59,2023-04-05,3,18,0,0.0,18.0,54.0,29.01,24.99,Credit Card,Processing,Alexa,MDW2 - Chicago IL,N
657,74,64,2023-02-28,1,12,5,0.6,11.4,11.4,7.4,4.0,Buy Now Pay Later,Processing,Website,SEA6 - Seattle WA,N
658,49,54,2022-02-28,1,16,15,2.4,13.6,13.6,8.25,5.35,Credit Card,Delivered,Mobile App,JFK8 - New York NY,N
659,95,75,2022-01-22,2,12,0,0.0,12.0,24.0,11.66,12.34,PayPal,Shipped,Third-Party Marketplace,DAL7 - Dallas TX,N
660,176,28,2023-06-09,2,349,5,17.45,331.55,663.1,449.28,213.82,Debit Card,Delivered,Website,JFK8 - New York NY,N
661,121,46,2022-04-04,10,349,20,69.8,279.2,2792.0,1909.5,882.5,Debit Card,Delivered,Website,DAL7 - Dallas TX,N
662,172,48,2022-03-26,1,19,10,1.9,17.1,17.1,9.86,7.24,Credit Card,Processing,Mobile App,MDW2 - Chicago IL,N
663,120,17,2024-06-05,1,89,5,4.45,84.55,84.55,47.71,36.84,Credit Card,Delivered,Website,JFK8 - New York NY,N
664,128,36,2023-08-03,2,180,15,27.0,153.0,306.0,228.36,77.64,Credit Card,Cancelled,Mobile App,MDW2 - Chicago IL,N
665,133,41,2024-10-03,1,39,0,0.0,39.0,39.0,18.78,20.22,Credit Card,Returned,Alexa,SEA6 - Seattle WA,Y
666,163,57,2023-04-16,1,14,0,0.0,14.0,14.0,7.7,6.3,Debit Card,Delivered,Website,DAL7 - Dallas TX,N
667,112,15,2022-03-25,10,449,15,67.35,381.65,3816.5,2109.6,1706.9,Buy Now Pay Later,Shipped,Mobile App,DAL7 - Dallas TX,N
668,127,15,2022-09-11,3,449,15,67.35,381.65,1144.95,632.88,512.07,Credit Card,Delivered,Website,JFK8 - New York NY,N
669,192,66,2023-03-11,3,38,5,1.9,36.1,108.3,61.23,47.07,Buy Now Pay Later,Processing,Mobile App,ATL6 - Atlanta GA,N
670,47,54,2024-10-17,4,16,0,0.0,16.0,64.0,33.0,31.0,PayPal,Processing,Website,SEA6 - Seattle WA,N
671,175,16,2022-08-06,1,49,5,2.45,46.55,46.55,30.41,16.14,Credit Card,Returned,Website,SEA6 - Seattle WA,Y
672,169,62,2022-01-12,1,195,15,29.25,165.75,165.75,99.04,66.71,Credit Card,Delivered,Mobile App,DAL7 - Dallas TX,N
673,84,73,2023-08-03,1,14,10,1.4,12.6,12.6,6.85,5.75,Credit Card,Delivered,Website,ATL6 - Atlanta GA,N
674,98,12,2024-03-27,1,699,0,0.0,699.0,699.0,353.0,346.0,PayPal,Delivered,Website,DAL7 - Dallas TX,N
675,73,20,2024-06-04,1,399,0,0.0,399.0,399.0,213.61,185.39,Gift Card,Returned,Third-Party Marketplace,ATL6 - Atlanta GA,Y
676,34,46,2024-11-15,2,349,10,34.9,314.1,628.2,381.9,246.3,Debit Card,Delivered,Website,MDW2 - Chicago IL,N
677,145,77,2024-01-25,1,19,10,1.9,17.1,17.1,11.14,5.96,Debit Card,Processing,Website,ONT8 - Ontario CA,N
678,132,44,2022-11-14,5,299,5,14.95,284.05,1420.25,898.35,521.9,Debit Card,Cancelled,Mobile App,ONT8 - Ontario CA,N
679,75,60,2024-09-05,1,17,15,2.55,14.45,14.45,10.58,3.87,Buy Now Pay Later,Delivered,Mobile App,MDW2 - Chicago IL,N
680,64,67,2022-06-06,1,54,5,2.7,51.3,51.3,28.57,22.73,Debit Card,Cancelled,Mobile App,DAL7 - Dallas TX,N
681,25,60,2023-06-03,2,17,10,1.7,15.3,30.6,21.16,9.44,Debit Card,Delivered,Mobile App,ONT8 - Ontario CA,N
682,30,60,2024-03-15,1,17,0,0.0,17.0,17.0,10.58,6.42,Debit Card,Delivered,Mobile App,MDW2 - Chicago IL,N
683,151,59,2023-06-27,3,18,5,0.9,17.1,51.3,29.01,22.29,Gift Card,Delivered,Mobile App,JFK8 - New York NY,N
684,48,11,2022-08-06,2,1399,5,69.95,1329.05,2658.1,1599.5,1058.6,Credit Card,Shipped,Website,ONT8 - Ontario CA,N
685,44,62,2024-09-23,1,195,0,0.0,195.0,195.0,99.04,95.96,PayPal,Delivered,Mobile App,SEA6 - Seattle WA,N
686,173,51,2022-10-04,3,18,0,0.0,18.0,54.0,26.67,27.33,Credit Card,Delivered,Website,JFK8 - New York NY,N
687,7,27,2023-05-11,1,199,0,0.0,199.0,199.0,124.32,74.68,Amazon Pay,Shipped,Mobile App,JFK8 - New York NY,N
688,23,39,2024-05-14,3,45,0,0.0,45.0,135.0,63.24,71.76,Credit Card,Delivered,Website,SEA6 - Seattle WA,N
689,114,63,2023-05-12,1,15,10,1.5,13.5,13.5,9.65,3.85,Debit Card,Delivered,Alexa,ONT8 - Ontario CA,N
690,86,2,2024-06-03,1,849,10,84.9,764.1,764.1,390.95,373.15,PayPal,Cancelled,Mobile App,ATL6 - Atlanta GA,N
691,188,71,2024-03-29,10,22,0,0.0,22.0,220.0,131.0,89.0,Debit Card,Shipped,Mobile App,SEA6 - Seattle WA,N
692,125,30,2024-05-14,2,149,0,0.0,149.0,298.0,143.32,154.68,Debit Card,Processing,Website,SEA6 - Seattle WA,N
693,107,61,2023-12-12,1,599,5,29.95,569.05,569.05,338.24,230.81,Debit Card,Shipped,Website,SEA6 - Seattle WA,N
694,50,61,2023-03-26,1,599,0,0.0,599.0,599.0,338.24,260.76,Amazon Pay,Processing,Third-Party Marketplace,SEA6 - Seattle WA,N
695,169,60,2024-03-10,1,17,0,0.0,17.0,17.0,10.58,6.42,PayPal,Cancelled,Mobile App,SEA6 - Seattle WA,N
696,93,61,2023-03-01,3,599,10,59.9,539.1,1617.3,1014.72,602.58,Amazon Pay,Delivered,Mobile App,JFK8 - New York NY,N
697,45,26,2024-05-01,1,449,0,0.0,449.0,449.0,262.22,186.78,Debit Card,Cancelled,Website,ATL6 - Atlanta GA,N
698,13,3,2022-11-21,1,1299,0,0.0,1299.0,1299.0,721.23,577.77,PayPal,Delivered,Mobile App,ONT8 - Ontario CA,N
699,87,56,2023-04-04,1,17,0,0.0,17.0,17.0,8.94,8.06,Buy Now Pay Later,Shipped,Mobile App,ONT8 - Ontario CA,N
700,198,72,2024-11-21,1,18,0,0.0,18.0,18.0,8.95,9.05,Credit Card,Processing,Website,DAL7 - Dallas TX,N
701,118,15,2022-07-28,5,449,10,44.9,404.1,2020.5,1054.8,965.7,Credit Card,Returned,Website,SEA6 - Seattle WA,Y
702,31,27,2023-08-22,4,199,0,0.0,199.0,796.0,497.28,298.72,Amazon Pay,Processing,Mobile App,ONT8 - Ontario CA,N
703,40,47,2023-02-18,1,199,0,0.0,199.0,199.0,100.42,98.58,Debit Card,Shipped,Mobile App,JFK8 - New York NY,N
704,122,44,2023-06-29,1,299,0,0.0,299.0,299.0,179.67,119.33,Amazon Pay,Delivered,Website,SEA6 - Seattle WA,N
705,63,20,2023-04-13,3,399,0,0.0,399.0,1197.0,640.83,556.17,Debit Card,Delivered,Third-Party Marketplace,DAL7 - Dallas TX,N
706,133,47,2022-01-21,5,199,5,9.95,189.05,945.25,502.1,443.15,Debit Card,Returned,Website,MDW2 - Chicago IL,Y
707,81,52,2022-05-06,10,17,0,0.0,17.0,170.0,76.8,93.2,Credit Card,Delivered,Third-Party Marketplace,JFK8 - New York NY,N
708,148,8,2024-11-30,5,49,20,9.8,39.2,196.0,159.2,36.8,Debit Card,Cancelled,Alexa,SEA6 - Seattle WA,N
709,142,39,2023-12-06,2,45,0,0.0,45.0,90.0,42.16,47.84,Credit Card,Delivered,Mobile App,JFK8 - New York NY,N
710,180,52,2024-06-24,1,17,0,0.0,17.0,17.0,7.68,9.32,PayPal,Processing,Mobile App,DAL7 - Dallas TX,N
711,199,26,2023-11-17,4,449,0,0.0,449.0,1796.0,1048.88,747.12,Amazon Pay,Delivered,Alexa,ATL6 - Atlanta GA,N
712,139,37,2023-10-02,1,59,0,0.0,59.0,59.0,28.69,30.31,Amazon Pay,Shipped,Website,ONT8 - Ontario CA,N
713,139,76,2023-09-15,1,19,10,1.9,17.1,17.1,10.31,6.79,Buy Now Pay Later,Returned,Website,ONT8 - Ontario CA,Y
714,96,34,2022-04-08,2,35,0,0.0,35.0,70.0,40.02,29.98,Gift Card,Returned,Website,ATL6 - Atlanta GA,Y
715,189,1,2024-12-28,1,999,20,199.8,799.2,799.2,514.24,284.96,Credit Card,Returned,Website,SEA6 - Seattle WA,Y
716,184,74,2024-11-30,2,25,5,1.25,23.75,47.5,30.1,17.4,Credit Card,Returned,Mobile App,JFK8 - New York NY,Y
717,200,47,2024-05-21,1,199,0,0.0,199.0,199.0,100.42,98.58,Credit Card,Returned,Website,JFK8 - New York NY,Y
718,122,28,2024-12-13,1,349,0,0.0,349.0,349.0,224.64,124.36,Debit Card,Delivered,Mobile App,MDW2 - Chicago IL,N
719,150,64,2024-09-29,2,12,20,2.4,9.6,19.2,14.8,4.4,Debit Card,Returned,Website,ATL6 - Atlanta GA,Y
720,33,63,2024-11-17,2,15,0,0.0,15.0,30.0,19.3,10.7,Credit Card,Cancelled,Website,DAL7 - Dallas TX,N
721,9,21,2022-09-01,5,99,0,0.0,99.0,495.0,259.8,235.2,Debit Card,Processing,Website,ATL6 - Atlanta GA,N
722,75,6,2023-09-17,2,399,0,0.0,399.0,798.0,475.16,322.84,Credit Card,Cancelled,Mobile App,JFK8 - New York NY,N
723,37,76,2023-09-17,1,19,15,2.85,16.15,16.15,10.31,5.84,Credit Card,Cancelled,Mobile App,DAL7 - Dallas TX,N
724,1,16,2022-04-02,2,49,0,0.0,49.0,98.0,60.82,37.18,Debit Card,Delivered,Mobile App,MDW2 - Chicago IL,N
725,97,61,2022-09-29,3,599,10,59.9,539.1,1617.3,1014.72,602.58,Debit Card,Returned,Mobile App,DAL7 - Dallas TX,Y
726,171,58,2022-07-02,1,22,5,1.1,20.9,20.9,10.22,10.68,Amazon Pay,Returned,Website,JFK8 - New York NY,Y
727,102,44,2024-06-26,2,299,15,44.85,254.15,508.3,359.34,148.96,Amazon Pay,Returned,Alexa,SEA6 - Seattle WA,Y
728,7,74,2023-09-25,2,25,15,3.75,21.25,42.5,30.1,12.4,Credit Card,Shipped,Mobile App,JFK8 - New York NY,N
729,159,70,2024-12-04,2,38,0,0.0,38.0,76.0,47.98,28.02,Debit Card,Delivered,Alexa,ONT8 - Ontario CA,N
730,169,69,2023-02-26,1,9,0,0.0,9.0,9.0,4.97,4.03,Amazon Pay,Delivered,Alexa,DAL7 - Dallas TX,N
731,22,69,2022-04-03,2,9,5,0.45,8.55,17.1,9.94,7.16,Gift Card,Shipped,Website,JFK8 - New York NY,N
732,107,4,2023-06-11,3,1099,0,0.0,1099.0,3297.0,1797.69,1499.31,Buy Now Pay Later,Delivered,Mobile App,MDW2 - Chicago IL,N
733,37,24,2023-09-21,1,649,0,0.0,649.0,649.0,397.42,251.58,Amazon Pay,Cancelled,Website,MDW2 - Chicago IL,N
734,47,4,2022-07-22,2,1099,0,0.0,1099.0,2198.0,1198.46,999.54,Debit Card,Delivered,Website,DAL7 - Dallas TX,N
735,31,7,2023-04-30,1,139,15,20.85,118.15,118.15,75.28,42.87,Amazon Pay,Shipped,Website,ONT8 - Ontario CA,N
736,69,8,2022-05-15,1,49,5,2.45,46.55,46.55,31.84,14.71,Debit Card,Shipped,Website,ONT8 - Ontario CA,N
737,69,71,2023-05-20,5,22,5,1.1,20.9,104.5,65.5,39.0,Amazon Pay,Returned,Website,ATL6 - Atlanta GA,Y
738,105,58,2023-02-21,1,22,5,1.1,20.9,20.9,10.22,10.68,Credit Card,Returned,Mobile App,JFK8 - New York NY,Y
739,63,69,2024-07-14,5,9,15,1.35,7.65,38.25,24.85,13.4,PayPal,Delivered,Third-Party Marketplace,ATL6 - Atlanta GA,N
740,75,22,2024-09-14,1,129,15,19.35,109.65,109.65,59.78,49.87,Credit Card,Delivered,Mobile App,MDW2 - Chicago IL,N
741,162,28,2022-04-04,2,349,10,34.9,314.1,628.2,449.28,178.92,Debit Card,Delivered,Website,ONT8 - Ontario CA,N
742,102,16,2023-07-27,3,49,5,2.45,46.55,139.65,91.23,48.42,Credit Card,Cancelled,Mobile App,MDW2 - Chicago IL,N
743,175,44,2024-07-16,2,299,20,59.8,239.2,478.4,359.34,119.06,Amazon Pay,Delivered,Website,JFK8 - New York NY,N
744,118,77,2022-10-01,1,19,15,2.85,16.15,16.15,11.14,5.01,Credit Card,Processing,Mobile App,ONT8 - Ontario CA,N
745,173,23,2024-09-28,1,149,10,14.9,134.1,134.1,79.92,54.18,Debit Card,Returned,Mobile App,SEA6 - Seattle WA,Y
746,167,10,2024-06-30,2,149,15,22.35,126.65,253.3,138.48,114.82,Credit Card,Processing,Mobile App,ATL6 - Atlanta GA,N
747,92,50,2022-01-18,1,39,15,5.85,33.15,33.15,21.66,11.49,Credit Card,Delivered,Website,ONT8 - Ontario CA,N
748,57,3,2024-01-03,3,1299,10,129.9,1169.1,3507.3,2163.69,1343.61,PayPal,Delivered,Mobile App,SEA6 - Seattle WA,N
749,57,30,2022-03-17,10,149,20,29.8,119.2,1192.0,716.6,475.4,Gift Card,Delivered,Mobile App,JFK8 - New York NY,N
750,2,26,2022-08-16,10,449,10,44.9,404.1,4041.0,2622.2,1418.8,Debit Card,Cancelled,Mobile App,ATL6 - Atlanta GA,N
751,50,73,2022-12-26,2,14,5,0.7,13.3,26.6,13.7,12.9,Credit Card,Delivered,Website,MDW2 - Chicago IL,N
752,146,30,2023-07-16,4,149,10,14.9,134.1,536.4,286.64,249.76,Amazon Pay,Delivered,Third-Party Marketplace,SEA6 - Seattle WA,N
753,174,69,2024-07-18,2,9,10,0.9,8.1,16.2,9.94,6.26,Debit Card,Delivered,Mobile App,SEA6 - Seattle WA,N
754,14,42,2023-07-16,1,29,20,5.8,23.2,23.2,17.56,5.64,Debit Card,Delivered,Mobile App,ATL6 - Atlanta GA,N
755,195,6,2023-07-24,4,399,0,0.0,399.0,1596.0,950.32,645.68,Debit Card,Cancelled,Website,DAL7 - Dallas TX,N
756,50,43,2022-02-21,1,49,5,2.45,46.55,46.55,30.71,15.84,Credit Card,Cancelled,Mobile App,ONT8 - Ontario CA,N
757,64,26,2022-07-18,1,449,0,0.0,449.0,449.0,262.22,186.78,Debit Card,Delivered,Website,SEA6 - Seattle WA,N
758,86,33,2023-11-29,1,179,0,0.0,179.0,179.0,109.45,69.55,PayPal,Returned,Mobile App,JFK8 - New York NY,Y
759,19,77,2024-07-03,2,19,10,1.9,17.1,34.2,22.28,11.92,Credit Card,Processing,Website,ONT8 - Ontario CA,N
760,97,41,2022-09-19,4,39,5,1.95,37.05,148.2,75.12,73.08,PayPal,Delivered,Website,ATL6 - Atlanta GA,N
761,161,56,2022-04-17,1,17,5,0.85,16.15,16.15,8.94,7.21,Credit Card,Delivered,Website,DAL7 - Dallas TX,N
762,60,77,2024-07-17,3,19,5,0.95,18.05,54.15,33.42,20.73,PayPal,Delivered,Alexa,ATL6 - Atlanta GA,N
763,26,44,2022-02-23,2,299,10,29.9,269.1,538.2,359.34,178.86,Credit Card,Shipped,Website,ONT8 - Ontario CA,N
764,4,77,2023-02-01,2,19,5,0.95,18.05,36.1,22.28,13.82,Credit Card,Cancelled,Mobile App,MDW2 - Chicago IL,N
765,108,62,2023-05-13,2,195,0,0.0,195.0,390.0,198.08,191.92,Credit Card,Delivered,Website,ATL6 - Atlanta GA,N
766,112,66,2023-09-30,5,38,10,3.8,34.2,171.0,102.05,68.95,Debit Card,Processing,Website,DAL7 - Dallas TX,N
767,80,78,2022-01-17,1,23,0,0.0,23.0,23.0,14.33,8.67,Amazon Pay,Shipped,Website,JFK8 - New York NY,N
768,130,72,2023-02-05,3,18,0,0.0,18.0,54.0,26.85,27.15,Amazon Pay,Cancelled,Website,ONT8 - Ontario CA,N
769,88,25,2024-08-15,2,499,5,24.95,474.05,948.1,566.16,381.94,Credit Card,Processing,Mobile App,MDW2 - Chicago IL,N
770,158,39,2024-07-19,1,45,0,0.0,45.0,45.0,21.08,23.92,Gift Card,Cancelled,Mobile App,ONT8 - Ontario CA,N
771,164,29,2023-03-13,2,449,5,22.45,426.55,853.1,467.26,385.84,Amazon Pay,Delivered,Third-Party Marketplace,MDW2 - Chicago IL,N
772,190,49,2022-01-14,1,29,0,0.0,29.0,29.0,16.98,12.02,Credit Card,Delivered,Website,ONT8 - Ontario CA,N
773,37,38,2024-01-08,1,119,5,5.95,113.05,113.05,55.21,57.84,Credit Card,Delivered,Website,JFK8 - New York NY,N
774,57,34,2023-05-19,2,35,5,1.75,33.25,66.5,40.02,26.48,Credit Card,Delivered,Alexa,ONT8 - Ontario CA,N
775,6,18,2022-08-16,1,79,10,7.9,71.1,71.1,40.91,30.19,Credit Card,Delivered,Mobile App,MDW2 - Chicago IL,N
776,96,22,2024-06-07,5,129,20,25.8,103.2,516.0,298.9,217.1,Credit Card,Cancelled,Website,JFK8 - New York NY,N
777,49,25,2023-10-14,2,499,10,49.9,449.1,898.2,566.16,332.04,Buy Now Pay Later,Processing,Website,ONT8 - Ontario CA,N
778,196,79,2023-08-26,2,9,15,1.35,7.65,15.3,8.64,6.66,Credit Card,Returned,Website,MDW2 - Chicago IL,Y
779,33,66,2023-03-05,5,38,10,3.8,34.2,171.0,102.05,68.95,PayPal,Returned,Mobile App,ATL6 - Atlanta GA,Y
780,17,22,2024-11-08,2,129,10,12.9,116.1,232.2,119.56,112.64,Debit Card,Delivered,Website,SEA6 - Seattle WA,N
781,96,68,2024-10-10,2,10,5,0.5,9.5,19.0,9.88,9.12,Debit Card,Shipped,Mobile App,ATL6 - Atlanta GA,N
782,167,5,2024-07-14,1,349,15,52.35,296.65,296.65,188.6,108.05,Credit Card,Cancelled,Website,DAL7 - Dallas TX,N
783,147,21,2022-06-23,4,99,0,0.0,99.0,396.0,207.84,188.16,Credit Card,Delivered,Website,MDW2 - Chicago IL,N
784,59,75,2023-11-20,1,12,0,0.0,12.0,12.0,5.83,6.17,Debit Card,Delivered,Website,DAL7 - Dallas TX,N
785,82,35,2023-04-24,1,149,0,0.0,149.0,149.0,67.91,81.09,Credit Card,Delivered,Third-Party Marketplace,MDW2 - Chicago IL,N
786,129,66,2023-07-21,2,38,0,0.0,38.0,76.0,40.82,35.18,Credit Card,Cancelled,Website,ONT8 - Ontario CA,N
